employee_id,full_name,department,job_role,monthly_income,overtime,risk_score,risk_category,recommended_actions
EMP22,Employee #22,Research & Development,Laboratory Technician,2935.0,Yes,0.9289592479289278,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP23,Employee #23,Sales,Manager,15427.0,No,0.50181901227638,High Risk,Continue standard engagement and positive reinforcement.
EMP24,Employee #24,Research & Development,Research Scientist,3944.0,Yes,0.713934475495265,High Risk,Reduce overtime load where possible to prevent burnout.
EMP26,Employee #26,Research & Development,Manufacturing Director,4011.0,No,0.6060148661322908,High Risk,Review work schedule for better balance.
EMP27,Employee #27,Sales,Sales Representative,3407.0,No,0.6340366586759651,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP28,Employee #28,Research & Development,Research Director,11994.0,No,0.501007179237047,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP30,Employee #30,Research & Development,Research Scientist,1232.0,No,0.7365811195915428,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP31,Employee #31,Research & Development,Research Scientist,2960.0,No,0.6611736141155673,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP32,Employee #32,Research & Development,Manager,19094.0,No,0.3444855604789737,Low Risk,Review work schedule for better balance.
EMP33,Employee #33,Research & Development,Research Scientist,3919.0,Yes,0.9238592999459769,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP35,Employee #35,Sales,Sales Executive,6825.0,No,0.318026090381846,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP36,Employee #36,Research & Development,Healthcare Representative,10248.0,No,0.43814980737589676,Low Risk,Continue standard engagement and positive reinforcement.
EMP38,Employee #38,Sales,Manager,18947.0,No,0.5101906947922774,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP39,Employee #39,Research & Development,Laboratory Technician,2496.0,No,0.6415184260602149,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP40,Employee #40,Research & Development,Healthcare Representative,6465.0,Yes,0.7323204035961542,High Risk,Reduce overtime load where possible to prevent burnout.
EMP41,Employee #41,Research & Development,Laboratory Technician,2206.0,No,0.5975419983216347,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP42,Employee #42,Sales,Sales Representative,2086.0,No,0.6847111068995049,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP45,Employee #45,Research & Development,Research Scientist,2293.0,Yes,0.8873109257220093,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP46,Employee #46,Research & Development,Research Scientist,2645.0,No,0.592788254720164,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP47,Employee #47,Sales,Sales Representative,2683.0,Yes,0.8647284245215245,High Risk,Reduce overtime load where possible to prevent burnout.; Compensation check. Monthly income is below average; review compensation structure.
EMP49,Employee #49,Sales,Sales Representative,2014.0,No,0.6195892838878563,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP51,Employee #51,Research & Development,Research Scientist,3419.0,Yes,0.9096759251846391,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP52,Employee #52,Sales,Sales Executive,5376.0,No,0.4978858733935993,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP53,Employee #53,Research & Development,Laboratory Technician,1951.0,No,0.6382932094639486,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP54,Employee #54,Research & Development,Laboratory Technician,2341.0,No,0.6647282389522375,High Risk,Low job satisfaction detected. Recommend a career development check-in.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP55,Employee #55,Research & Development,Laboratory Technician,2293.0,No,0.8491269492735398,High Risk,Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP56,Employee #56,Sales,Sales Executive,8726.0,No,0.443677893007205,Low Risk,Continue standard engagement and positive reinforcement.
EMP57,Employee #57,Research & Development,Laboratory Technician,4011.0,No,0.38280356382830827,Low Risk,Continue standard engagement and positive reinforcement.
EMP58,Employee #58,Research & Development,Research Director,19545.0,No,0.36215643717484874,Low Risk,Continue standard engagement and positive reinforcement.
EMP60,Employee #60,Sales,Sales Executive,4568.0,No,0.40169717573536395,Low Risk,Continue standard engagement and positive reinforcement.
EMP61,Employee #61,Research & Development,Research Scientist,3022.0,No,0.7524053990012909,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP62,Employee #62,Sales,Sales Executive,5772.0,Yes,0.8855608253123347,High Risk,Reduce overtime load where possible to prevent burnout.
EMP63,Employee #63,Research & Development,Laboratory Technician,2269.0,No,0.6310228771082463,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP64,Employee #64,Research & Development,Laboratory Technician,5381.0,Yes,0.8564856391692115,High Risk,Reduce overtime load where possible to prevent burnout.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP65,Employee #65,Research & Development,Laboratory Technician,3441.0,Yes,0.8239819536629855,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP68,Employee #68,Sales,Sales Executive,5454.0,Yes,0.8255975666885499,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP70,Employee #70,Research & Development,Healthcare Representative,9884.0,Yes,0.9236272552026993,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP72,Employee #72,Sales,Sales Executive,4157.0,Yes,0.9270802236719021,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.
EMP73,Employee #73,Research & Development,Research Director,13458.0,Yes,0.7782042827657379,High Risk,Reduce overtime load where possible to prevent burnout.
EMP74,Employee #74,Sales,Sales Executive,9069.0,No,0.641056120524398,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP75,Employee #75,Research & Development,Laboratory Technician,4014.0,Yes,0.822136189635923,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP76,Employee #76,Research & Development,Laboratory Technician,5915.0,No,0.2846675090680605,Low Risk,Review work schedule for better balance.
EMP77,Employee #77,Research & Development,Manufacturing Director,5993.0,No,0.48608494836352767,Low Risk,Continue standard engagement and positive reinforcement.
EMP78,Employee #78,Research & Development,Manufacturing Director,6162.0,Yes,0.848133365928318,High Risk,Reduce overtime load where possible to prevent burnout.
EMP79,Employee #79,Research & Development,Laboratory Technician,2406.0,No,0.6974792695825976,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP80,Employee #80,Research & Development,Research Director,18740.0,Yes,0.6960171375343684,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.
EMP81,Employee #81,Sales,Sales Executive,7637.0,No,0.7108097395801947,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP83,Employee #83,Research & Development,Healthcare Representative,10096.0,No,0.2995801270442346,Low Risk,Continue standard engagement and positive reinforcement.
EMP84,Employee #84,Research & Development,Manager,14756.0,Yes,0.7506155503261354,High Risk,Reduce overtime load where possible to prevent burnout.
EMP85,Employee #85,Research & Development,Manufacturing Director,6499.0,No,0.443288947718409,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP86,Employee #86,Research & Development,Research Scientist,9724.0,No,0.6609482045471848,High Risk,Low job satisfaction detected. Recommend a career development check-in.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP88,Employee #88,Research & Development,Research Scientist,2194.0,No,0.7695317155820621,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP90,Employee #90,Research & Development,Research Scientist,3388.0,Yes,0.8859048232338546,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP91,Employee #91,Sales,Sales Executive,5473.0,No,0.6199949494671722,High Risk,Review work schedule for better balance.
EMP94,Employee #94,Research & Development,Research Scientist,2703.0,No,0.6109101819354952,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP95,Employee #95,Research & Development,Research Scientist,2501.0,No,0.6635981555402798,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP96,Employee #96,Research & Development,Research Scientist,6220.0,No,0.3211859526839648,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP97,Employee #97,Research & Development,Laboratory Technician,3038.0,No,0.7040689859733277,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP98,Employee #98,Research & Development,Manufacturing Director,4424.0,No,0.2869790606685122,Low Risk,Continue standard engagement and positive reinforcement.
EMP100,Employee #100,Sales,Sales Executive,4312.0,No,0.4297684919919365,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP101,Employee #101,Research & Development,Research Director,13245.0,Yes,0.8612487888611562,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP102,Employee #102,Research & Development,Research Director,13664.0,No,0.45982432768071396,Low Risk,Continue standard engagement and positive reinforcement.
EMP103,Employee #103,Human Resources,Human Resources,5021.0,Yes,0.8337222926277024,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP104,Employee #104,Research & Development,Laboratory Technician,5126.0,Yes,0.8339036354094754,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.
EMP105,Employee #105,Research & Development,Research Scientist,2859.0,No,0.5009064980382834,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP106,Employee #106,Sales,Sales Executive,10239.0,No,0.6466645054753662,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP107,Employee #107,Research & Development,Research Scientist,5329.0,Yes,0.9019530733574208,High Risk,Reduce overtime load where possible to prevent burnout.
EMP110,Employee #110,Research & Development,Manufacturing Director,4325.0,No,0.5889747485431731,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP112,Employee #112,Research & Development,Manufacturing Director,7260.0,No,0.4292479311872945,Low Risk,Review work schedule for better balance.
EMP113,Employee #113,Sales,Sales Representative,2322.0,No,0.7961418177660804,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP116,Employee #116,Research & Development,Laboratory Technician,2075.0,No,0.6559324166867725,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP117,Employee #117,Research & Development,Healthcare Representative,4152.0,No,0.270552332847162,Low Risk,Continue standard engagement and positive reinforcement.
EMP118,Employee #118,Sales,Sales Executive,9619.0,No,0.25261479965939615,Low Risk,Continue standard engagement and positive reinforcement.
EMP119,Employee #119,Research & Development,Healthcare Representative,13503.0,No,0.5334942781468598,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.
EMP120,Employee #120,Sales,Sales Executive,5441.0,Yes,0.9132748212359987,High Risk,Reduce overtime load where possible to prevent burnout.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP121,Employee #121,Sales,Sales Executive,5209.0,Yes,0.8063253055183007,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.
EMP124,Employee #124,Research & Development,Healthcare Representative,10673.0,Yes,0.8238513454541173,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP125,Employee #125,Sales,Sales Executive,5010.0,No,0.27702913156467207,Low Risk,Continue standard engagement and positive reinforcement.
EMP126,Employee #126,Research & Development,Research Director,13549.0,No,0.6623071149024743,High Risk,Critical work-life balance issues. Explore flexible hours or remote work options.
EMP128,Employee #128,Sales,Sales Executive,4999.0,No,0.6112624682776273,High Risk,Review work schedule for better balance.
EMP129,Employee #129,Sales,Sales Executive,4221.0,No,0.3359699993400506,Low Risk,Continue standard engagement and positive reinforcement.
EMP131,Employee #131,Sales,Sales Executive,13872.0,No,0.39381393770095374,Low Risk,Review work schedule for better balance.
EMP132,Employee #132,Research & Development,Laboratory Technician,2042.0,No,0.6748575872627908,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP133,Employee #133,Human Resources,Human Resources,2073.0,Yes,0.8997079911776712,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP134,Employee #134,Research & Development,Research Scientist,2956.0,No,0.7102039401812397,High Risk,Low job satisfaction detected. Recommend a career development check-in.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP137,Employee #137,Research & Development,Laboratory Technician,2926.0,Yes,0.931681219511661,High Risk,Reduce overtime load where possible to prevent burnout.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP138,Employee #138,Research & Development,Research Scientist,4809.0,No,0.4711851066460456,Low Risk,Continue standard engagement and positive reinforcement.
EMP139,Employee #139,Research & Development,Healthcare Representative,5163.0,No,0.5158320831429307,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP140,Employee #140,Human Resources,Manager,18844.0,No,0.42365327724898144,Low Risk,Continue standard engagement and positive reinforcement.
EMP141,Employee #141,Research & Development,Research Director,18172.0,Yes,0.8009247803367391,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.
EMP142,Employee #142,Sales,Sales Executive,5744.0,Yes,0.7366499909014607,High Risk,Reduce overtime load where possible to prevent burnout.
EMP143,Employee #143,Research & Development,Research Scientist,2889.0,No,0.5592538336152295,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP144,Employee #144,Research & Development,Laboratory Technician,2871.0,No,0.7161728509439788,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP145,Employee #145,Research & Development,Healthcare Representative,7484.0,No,0.6194454925905487,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP147,Employee #147,Research & Development,Laboratory Technician,6074.0,Yes,0.8857976643370411,High Risk,Reduce overtime load where possible to prevent burnout.
EMP148,Employee #148,Human Resources,Manager,17328.0,Yes,0.7180422384322535,High Risk,Reduce overtime load where possible to prevent burnout.
EMP150,Employee #150,Research & Development,Laboratory Technician,2774.0,No,0.6976762320346365,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP151,Employee #151,Research & Development,Research Scientist,4505.0,No,0.6031276588360914,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP152,Employee #152,Sales,Sales Executive,7428.0,No,0.30352072288190635,Low Risk,Continue standard engagement and positive reinforcement.
EMP153,Employee #153,Research & Development,Manager,11631.0,No,0.4358486051200948,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP154,Employee #154,Sales,Sales Executive,9738.0,No,0.4779573073107889,Low Risk,Continue standard engagement and positive reinforcement.
EMP155,Employee #155,Research & Development,Laboratory Technician,2835.0,No,0.740126052494501,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP158,Employee #158,Sales,Manager,16959.0,Yes,0.7486918619686912,High Risk,Reduce overtime load where possible to prevent burnout.
EMP159,Employee #159,Research & Development,Research Scientist,2613.0,No,0.7788446768339448,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP160,Employee #160,Sales,Sales Executive,6146.0,No,0.4309450676889849,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP161,Employee #161,Research & Development,Research Scientist,4963.0,Yes,0.8517379502017398,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP162,Employee #162,Research & Development,Research Director,19537.0,No,0.4624014886336091,Low Risk,Continue standard engagement and positive reinforcement.
EMP163,Employee #163,Sales,Sales Executive,6172.0,Yes,0.7869322464902123,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.
EMP164,Employee #164,Research & Development,Research Scientist,2368.0,No,0.624510220947953,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP165,Employee #165,Research & Development,Healthcare Representative,10312.0,No,0.27474943469347946,Low Risk,Review work schedule for better balance.
EMP167,Employee #167,Sales,Sales Representative,1675.0,Yes,0.952702655819226,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP169,Employee #169,Research & Development,Laboratory Technician,2523.0,No,0.6293062529157839,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP170,Employee #170,Research & Development,Manufacturing Director,6567.0,No,0.4118047699246861,Low Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP171,Employee #171,Research & Development,Research Scientist,4739.0,No,0.44917780409840957,Low Risk,Continue standard engagement and positive reinforcement.
EMP174,Employee #174,Sales,Sales Executive,9208.0,No,0.483471747541519,Low Risk,Continue standard engagement and positive reinforcement.
EMP175,Employee #175,Sales,Sales Executive,4559.0,Yes,0.8832176530766049,High Risk,Reduce overtime load where possible to prevent burnout.
EMP176,Employee #176,Sales,Sales Executive,8189.0,Yes,0.8490056492435144,High Risk,Reduce overtime load where possible to prevent burnout.
EMP177,Employee #177,Human Resources,Human Resources,2942.0,No,0.649217439834629,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP178,Employee #178,Research & Development,Manufacturing Director,4941.0,No,0.35562668816470483,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP179,Employee #179,Research & Development,Manufacturing Director,10650.0,No,0.623614166685772,High Risk,Continue standard engagement and positive reinforcement.
EMP182,Employee #182,Sales,Sales Executive,5902.0,No,0.2854043725440448,Low Risk,Continue standard engagement and positive reinforcement.
EMP183,Employee #183,Sales,Sales Executive,8639.0,No,0.5797070599422658,High Risk,Continue standard engagement and positive reinforcement.
EMP184,Employee #184,Human Resources,Human Resources,6347.0,Yes,0.9264566514069301,High Risk,Reduce overtime load where possible to prevent burnout.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP190,Employee #190,Research & Development,Laboratory Technician,4200.0,No,0.7036314210731888,High Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP192,Employee #192,Research & Development,Research Scientist,3452.0,No,0.4837565458251437,Low Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP193,Employee #193,Research & Development,Research Scientist,4317.0,Yes,0.7781439607613898,High Risk,Reduce overtime load where possible to prevent burnout.
EMP194,Employee #194,Research & Development,Research Scientist,2632.0,No,0.74637495175306,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP195,Employee #195,Sales,Sales Executive,4668.0,No,0.6351266328220055,High Risk,Continue standard engagement and positive reinforcement.
EMP197,Employee #197,Research & Development,Research Scientist,3204.0,No,0.6817124087421539,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP198,Employee #198,Research & Development,Laboratory Technician,2720.0,No,0.5831695862215392,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP199,Employee #199,Research & Development,Manager,17181.0,No,0.6150111908128665,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP200,Employee #200,Research & Development,Laboratory Technician,2238.0,No,0.7464062957977998,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP201,Employee #201,Research & Development,Laboratory Technician,1483.0,No,0.7250901380682545,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP202,Employee #202,Research & Development,Research Scientist,5605.0,No,0.4857411717507539,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP204,Employee #204,Sales,Sales Executive,7295.0,No,0.31467899120339105,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP205,Employee #205,Sales,Sales Representative,2306.0,Yes,0.8838711615895153,High Risk,Reduce overtime load where possible to prevent burnout.; Critical work-life balance issues. Explore flexible hours or remote work options.; Compensation check. Monthly income is below average; review compensation structure.
EMP206,Employee #206,Research & Development,Laboratory Technician,2348.0,No,0.7524165529664077,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Critical work-life balance issues. Explore flexible hours or remote work options.; Compensation check. Monthly income is below average; review compensation structure.
EMP207,Employee #207,Sales,Sales Executive,8998.0,No,0.4430589647511177,Low Risk,Continue standard engagement and positive reinforcement.
EMP208,Employee #208,Research & Development,Manufacturing Director,4319.0,No,0.2612169408964866,Low Risk,Continue standard engagement and positive reinforcement.
EMP211,Employee #211,Research & Development,Manufacturing Director,6132.0,No,0.5526151047098107,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP214,Employee #214,Research & Development,Research Scientist,3346.0,Yes,0.9433216960957433,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP215,Employee #215,Sales,Sales Executive,10855.0,No,0.2510943568203315,Low Risk,Review work schedule for better balance.
EMP216,Employee #216,Sales,Sales Representative,2231.0,No,0.7574971336314215,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP217,Employee #217,Research & Development,Research Scientist,2323.0,No,0.5742763082290708,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP218,Employee #218,Research & Development,Research Scientist,2024.0,No,0.8016613176754397,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Critical work-life balance issues. Explore flexible hours or remote work options.; Compensation check. Monthly income is below average; review compensation structure.
EMP221,Employee #221,Research & Development,Research Scientist,2713.0,No,0.7114782523923889,High Risk,Critical work-life balance issues. Explore flexible hours or remote work options.; Compensation check. Monthly income is below average; review compensation structure.
EMP223,Employee #223,Research & Development,Healthcare Representative,9439.0,Yes,0.8959695298481927,High Risk,Reduce overtime load where possible to prevent burnout.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP224,Employee #224,Research & Development,Research Scientist,2566.0,Yes,0.857103909675776,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP226,Employee #226,Research & Development,Manager,19926.0,No,0.38084903064319364,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP227,Employee #227,Research & Development,Research Scientist,2451.0,No,0.7632246589788915,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP228,Employee #228,Sales,Sales Executive,9419.0,No,0.27125698830547407,Low Risk,Continue standard engagement and positive reinforcement.
EMP230,Employee #230,Sales,Sales Executive,8686.0,No,0.5242112197623073,High Risk,Continue standard engagement and positive reinforcement.
EMP231,Employee #231,Research & Development,Research Scientist,3038.0,No,0.6143290822383191,High Risk,Compensation check. Monthly income is below average; review compensation structure.
